osm_id,name,type,wkt
1066643445,,"yes","POINT(16.1659016 50.461103)"
2087417946,,"atm","POINT(16.150787 50.3512071)"
317936814,,"crossing","POINT(15.8405072 50.2107322)"
317936832,,"crossing","POINT(15.8382432 50.2123449)"
317936852,,"crossing","POINT(15.8399168 50.211272)"
317936868,,"crossing","POINT(15.8385579 50.2122965)"
317936988,,"crossing","POINT(15.8471498 50.2040825)"
418080127,,"fuel","POINT(16.0158972 50.5137791)"
443979554,,"memorial","POINT(15.9046451 50.5547094)"
459184332,,"school","POINT(15.6811823 50.4026987)"
459191820,,"memorial","POINT(15.6803778 50.4000494)"
462698576,,"information","POINT(15.7278512 50.6738944)"
462698578,,"picnic_site","POINT(15.7276529 50.6738386)"
462698591,,"information","POINT(15.7276474 50.6877165)"
471044312,,"crossing","POINT(15.8331019 50.2175478)"
656391546,,"florist","POINT(15.814985 50.4328538)"
656502667,,"hotel","POINT(15.583245 50.6817741)"
942679982,,"pub","POINT(16.1624177 50.4160986)"
1264769195,,"bench","POINT(16.1781209 50.413016)"
2308937817,,"crossing","POINT(16.2148154 50.5216044)"
2511897758,,"information","POINT(15.9808516 50.4856935)"
3116721294,,"bench","POINT(15.7617036 50.5250961)"
3180249949,,"bench","POINT(16.041658 50.452409)"
25284021,"Hradec Králové-Kukleny","halt","POINT(15.7985166 50.2022861)"
25284025,"Hradec Králové zastávka","halt","POINT(15.8412394 50.2224093)"
25284041,"Smiřice","station","POINT(15.8579042 50.2999808)"
25284046,"Ruprechtice","halt","POINT(16.2681446 50.6248076)"
25284051,"Nové Město nad Cidlinou","station","POINT(15.5021909 50.1502184)"
25284061,"Náchod-Malé Poříčí","halt","POINT(16.1927371 50.4411318)"
25284070,"Náchod-Běloves","halt","POINT(16.1920783 50.4270477)"
25284078,"Náchod zastávka","halt","POINT(16.1520188 50.4084128)"
25284105,"Kratonohy","halt","POINT(15.6109522 50.1575452)"
25284112,"Hronov zastávka","halt","POINT(16.1862399 50.4902305)"
25284142,"Černožice","halt","POINT(15.8695808 50.3155531)"
25284151,,"level_crossing","POINT(15.8195856 50.2230797)"
25284158,,"level_crossing","POINT(15.8184113 50.2468233)"
25284176,"Semonice","halt","POINT(15.8774081 50.331596)"
25284203,,"crossing","POINT(15.9218506 50.3469696)"
25284373,,"level_crossing","POINT(16.1821305 50.4631988)"
25284376,,"level_crossing","POINT(16.1749621 50.4774899)"
25284380,,"level_crossing","POINT(16.1824186 50.4868334)"
25284513,,"crossing","POINT(16.2471873 50.6208823)"
25284680,,"level_crossing","POINT(15.8077584 50.2074193)"
25284751,,"level_crossing","POINT(15.5310131 50.1526135)"
25284760,,"level_crossing","POINT(15.4612174 50.1618066)"
25808394,"U Krásné Pláně","information","POINT(15.6160548 50.690507)"
25812711,,"information","POINT(15.6467973 50.6973496)"
25962045,"Lochenice","halt","POINT(15.8245379 50.272899)"
25986742,"Žireč","halt","POINT(15.8491021 50.4031828)"
25986756,"Dvůr Králové nad Labem","station","POINT(15.79839 50.4137318)"
25986757,,"level_crossing","POINT(15.7944293 50.4147085)"
25986843,,"level_crossing","POINT(15.6579727 50.500161)"
25988332,,"level_crossing","POINT(15.4585253 50.5152814)"
26861148,"Dolce Vita","camp_site","POINT(15.8625 50.545556)"
26861161,"Liščí Farma","camp_site","POINT(15.602222 50.610278)"
26861166,"Milovice","camp_site","POINT(15.6287785 50.3295425)"
26861171,"Orlice","camp_site","POINT(16.218611 50.116111)"
26861196,"Vrchlabi","camp_site","POINT(15.640556 50.624167)"
29265139,,"incline","POINT(15.731549 50.7378323)"
29265201,,"incline","POINT(15.7393563 50.7363012)"
29265205,,"viewpoint","POINT(15.7397546 50.7357932)"
30374408,"Sedlice","motorway_junctio","POINT(15.7329579 50.1486654)"
30376829,,"traffic_signals","POINT(15.7787837 50.2017384)"
30377582,,"traffic_signals","POINT(15.8181224 50.1994484)"
30377817,,"traffic_signals","POINT(15.8418435 50.2018687)"
30377827,,"traffic_signals","POINT(15.8475817 50.2113131)"
30377835,,"traffic_signals","POINT(15.8330754 50.217446)"
30378392,,"traffic_signals","POINT(15.8591649 50.2142043)"
30378490,,"level_crossing","POINT(16.1901986 50.127556)"
36258223,,"crossing","POINT(15.3517282 50.431466)"
36268661,"Jičín","stop","POINT(15.361326 50.4303535)"
36268816,"Jinolice","halt","POINT(15.3351492 50.478971)"
36268991,"Libuň zastávka","halt","POINT(15.3005427 50.5001514)"
36268995,,"level_crossing","POINT(15.2983025 50.5015593)"
36269360,"Svatý Petr - osada","information","POINT(15.3102451 50.5076166)"
71612283,,"crossing","POINT(16.2402768 50.625683)"
71616543,,"crossing","POINT(16.2078088 50.5387826)"
71617403,,"crossing","POINT(16.2408373 50.6254574)"
277774166,,"crossing","POINT(15.8474272 50.20502)"
71619833,,"crossing","POINT(16.3299412 50.5850539)"
71628770,,"crossing","POINT(16.233863 50.5383881)"
73313081,"Špindlerův Mlýn, autobusová stanice P2","bus_stop","POINT(15.6030036 50.7245684)"
73319191,"Horní Mísečky - Jilemnická bouda","information","POINT(15.5692618 50.7357508)"
73330296,"295-004","level_crossing","POINT(15.5943615 50.5938817)"
73369871,,"level_crossing","POINT(15.4416712 50.5171416)"
73383259,"Prkenný Důl rozc.","bus_stop","POINT(15.8997158 50.6498562)"
73396812,,"information","POINT(15.5648504 50.737577)"
73399748,,"level_crossing","POINT(15.9259006 50.6734697)"
73404155,,"bus_stop","POINT(15.5940453 50.5931744)"
73408755,,"crossing","POINT(15.6199974 50.6203898)"
73430899,,"level_crossing","POINT(15.8775998 50.5990726)"
73431890,,"crossing","POINT(15.6147007 50.6188776)"
73954418,,"traffic_signals","POINT(15.845913 50.1974341)"
73970940,,"crossing","POINT(15.518726 50.4885121)"
74059802,,"level_crossing","POINT(15.5583305 50.3716425)"
74063026,,"level_crossing","POINT(15.4984481 50.2715033)"
74085949,,"traffic_signals","POINT(15.8200441 50.2110495)"
74106619,,"level_crossing","POINT(16.2724243 50.1519065)"
74121442,,"bus_stop","POINT(16.0182793 50.4321138)"
74129131,,"traffic_signals","POINT(16.275314 50.1584287)"
74129767,,"traffic_signals","POINT(15.8187578 50.2078898)"
74142681,,"bus_stop","POINT(16.3456467 50.2916312)"
74146166,,"level_crossing","POINT(15.6377499 50.1587998)"
74150032,"Libošovice, Podkost, křižovatka Pomníky","bus_stop","POINT(15.1215465 50.4985351)"
74155721,,"crossing","POINT(16.15233 50.406537)"
74189328,,"traffic_signals","POINT(15.4583029 50.1554748)"
74192708,,"crossing","POINT(16.1244557 50.3536827)"
74205095,,"level_crossing","POINT(16.4439542 50.1636062)"
74215817,,"crossing","POINT(15.8187863 50.2080533)"
74220335,,"level_crossing","POINT(15.9448946 50.3544639)"
74220527,,"level_crossing","POINT(15.9186374 50.3453133)"
74238796,,"traffic_signals","POINT(15.848628 50.1921778)"
74238915,,"traffic_signals","POINT(16.2706085 50.1671417)"
74264508,,"level_crossing","POINT(15.4927906 50.2964722)"
74293589,,"level_crossing","POINT(16.2055358 50.11971)"
74312588,,"crossing","POINT(16.1568941 50.4077021)"
74320765,,"level_crossing","POINT(16.1027985 50.2814838)"
74325393,"Deštné v Orl. h., odb. sv. Matouš","bus_stop","POINT(16.3526037 50.3002292)"
74374341,,"level_crossing","POINT(16.2842323 50.118865)"
127033970,,"parking","POINT(15.6366558 50.6588099)"
127033973,"Wellness hotel LIBERECKÁ BOUDA","hotel","POINT(15.6297174 50.6620767)"
203961405,"Sobotka, žst.","information","POINT(15.1684591 50.4655734)"
209113907,,"crossing","POINT(15.606599 50.725949)"
209114821,"U Tabulových bud","information","POINT(15.6054123 50.722182)"
209120641,,"information","POINT(15.6974808 50.7348482)"
224515150,,"crossing","POINT(15.6045551 50.7262919)"
224548663,"Labská louka","information","POINT(15.5355952 50.7710247)"
224549504,"Sněžné jámy","information","POINT(15.557215 50.7774149)"
227055917,,"level_crossing","POINT(16.0788644 50.4609582)"
227056015,"Červený Kostelec","station","POINT(16.0754219 50.4838107)"
227056300,"Rtyně v Podkrkonoší","halt","POINT(16.0732924 50.5155791)"
227057851,,"level_crossing","POINT(16.0100916 50.5335181)"
227057873,"Suchovršice","halt","POINT(16.0055005 50.5324423)"
227058788,,"level_crossing","POINT(15.9279257 50.5673679)"
240712199,,"level_crossing","POINT(15.9345467 50.3479907)"
240714307,"Žernov","bus_stop","POINT(16.0590777 50.4315148)"
240740440,"Błędne Skały","attraction","POINT(16.2872167 50.480297)"
243779351,"Vlčice","halt","POINT(15.8341766 50.546633)"
243779366,"Pilníkov","station","POINT(15.8129136 50.5342225)"
243779433,"Chotěvice","halt","POINT(15.7598455 50.5189468)"
243779475,"Hostinné","station","POINT(15.7377958 50.5367368)"
243779495,"Hostinné město","halt","POINT(15.7201579 50.5392094)"
243779516,"Prosečné","halt","POINT(15.6964877 50.5474151)"
243779555,"Klášterská Lhota","halt","POINT(15.6608018 50.5585678)"
243779626,"Podhůří","station","POINT(15.624741 50.6006762)"
244448213,,"traffic_signals","POINT(15.8325416 50.2011101)"
248109476,,"information","POINT(15.5941341 50.6926745)"
252666454,"Hynčice","halt","POINT(16.2887015 50.6242829)"
252666485,,"level_crossing","POINT(16.3032572 50.6166815)"
252666489,,"level_crossing","POINT(16.3065365 50.6168505)"
252666505,,"level_crossing","POINT(16.3211551 50.6131357)"
252666507,,"level_crossing","POINT(16.3247328 50.6104565)"
252666509,,"level_crossing","POINT(16.330774 50.6059364)"
252666527,,"level_crossing","POINT(16.3370477 50.5887242)"
252666529,,"level_crossing","POINT(16.3376044 50.5869366)"
252666531,"Broumov","station","POINT(16.3395719 50.5806631)"
252816717,,"traffic_signals","POINT(15.8377357 50.2114401)"
252952472,,"level_crossing","POINT(15.7937721 50.1748788)"
253007091,,"level_crossing","POINT(16.1002667 50.1422525)"
253007828,,"level_crossing","POINT(16.1141943 50.1373554)"
260046638,"Robin oil","fuel","POINT(16.0721479 50.495565)"
260046639,"Eze Oil","fuel","POINT(16.0695375 50.4822986)"
261879610,,"bus_stop","POINT(15.7331947 50.7049881)"
262099408,"Bouda v Obřím Dole","restaurant","POINT(15.7239456 50.7153856)"
266205587,,"level_crossing","POINT(16.0881199 50.0945409)"
266205590,,"level_crossing","POINT(16.0874281 50.094223)"
266215767,,"level_crossing","POINT(16.1479188 50.1303372)"
266215772,,"crossing","POINT(16.1693161 50.1282116)"
267098854,,"monument","POINT(15.9126816 50.560937)"
267534766,,"townhall","POINT(15.9127183 50.5610029)"
267534767,,"pharmacy","POINT(15.9128412 50.5610381)"
267621471,,"pharmacy","POINT(15.9093641 50.559907)"
267819699,,"buffer_stop","POINT(15.9617273 50.3601507)"
267819704,,"buffer_stop","POINT(15.9685931 50.3593317)"
267820839,"Otta","pub","POINT(15.9160191 50.3463526)"
267820840,,"pub","POINT(15.9165578 50.3464891)"
267820842,"Výtopna Jaroměř","museum","POINT(15.9060993 50.341365)"
267821277,,"level_crossing","POINT(15.9020031 50.3397963)"
267988246,"Rokytňany","halt","POINT(15.1339601 50.3680091)"
269395459,"Trutnov-Zelená Louka","halt","POINT(15.888234 50.5808178)"
269724098,"Hradec Králové-Slezské Předměstí","station","POINT(15.8596814 50.2218333)"
269725486,,"level_crossing","POINT(15.9893661 50.1971507)"
269725488,,"crossing","POINT(16.0392917 50.1768109)"
269725500,"Týniště nad Orlicí","station","POINT(16.0736745 50.1548444)"
269730850,,"level_crossing","POINT(16.0803565 50.1473191)"
269730866,,"level_crossing","POINT(16.0632992 50.1299983)"
272068783,,"level_crossing","POINT(15.7900052 50.3137677)"
271663207,,"buffer_stop","POINT(15.6204818 50.6201427)"
271663367,,"crossing","POINT(15.6086084 50.6412105)"
271664196,,"crossing","POINT(15.620074 50.6200656)"
271664198,,"crossing","POINT(15.6207064 50.6197772)"
271664260,,"crossing","POINT(15.6239123 50.6071365)"
271669040,"Nad Růžohorským sedlem","information","POINT(15.7414149 50.7292989)"
272068663,"Smiřice zastávka","halt","POINT(15.8450553 50.2932873)"
272068682,,"level_crossing","POINT(15.8340782 50.2909682)"
272068691,,"level_crossing","POINT(15.8276325 50.2917005)"
272068723,,"level_crossing","POINT(15.818106 50.2948241)"
272068725,,"level_crossing","POINT(15.8158683 50.2958377)"
272068727,"Sendražice","halt","POINT(15.8155808 50.2960043)"
272068765,,"level_crossing","POINT(15.7959338 50.3085444)"
272068776,,"level_crossing","POINT(15.7917896 50.312466)"
272068824,,"level_crossing","POINT(15.7595752 50.3134739)"
272068835,,"level_crossing","POINT(15.7574053 50.312538)"
272068841,"Hořiněves","station","POINT(15.7539529 50.3127109)"
272068843,"Račice nad Trotinou","halt","POINT(15.7919471 50.3123047)"
272068855,,"buffer_stop","POINT(15.8074887 50.3018349)"
272068863,,"level_crossing","POINT(15.7488914 50.3133799)"
272068864,,"level_crossing","POINT(15.7476204 50.3137394)"
272068890,,"level_crossing","POINT(15.7331372 50.312873)"
272068906,,"level_crossing","POINT(15.7226302 50.3128186)"
272068940,"Hněvčeves","station","POINT(15.7214599 50.3117082)"
272209169,,"pub","POINT(15.7683893 50.3092401)"
272410235,,"level_crossing","POINT(15.9402398 50.3503506)"
272410244,,"level_crossing","POINT(15.9699784 50.3607299)"
272410255,,"parking","POINT(15.9677283 50.3583642)"
272506980,,"level_crossing","POINT(15.793058 50.2345747)"
272506981,"Plotiště nad Labem","halt","POINT(15.7920156 50.2354187)"
272507010,"Všestary","station","POINT(15.7646146 50.2526168)"
272507015,,"level_crossing","POINT(15.7620501 50.2532221)"
272507055,"Dlouhé Dvory","halt","POINT(15.7259637 50.2616606)"
272578828,"Dohalice","halt","POINT(15.6952932 50.2830654)"
272580664,"Sadová","station","POINT(15.6937755 50.2953819)"
272580672,,"level_crossing","POINT(15.697871 50.2980614)"
272580690,,"level_crossing","POINT(15.7070315 50.3036142)"
272580720,,"level_crossing","POINT(15.7207594 50.3106667)"
272580723,"Hněvčeves","station","POINT(15.7217969 50.3125033)"
272580772,,"buffer_stop","POINT(15.7285835 50.3284053)"
272632605,,"level_crossing","POINT(15.7172696 50.3254137)"
272632607,"Cerekvice nad Bystřicí","halt","POINT(15.716629 50.3256279)"
272632808,"Třebovětice","halt","POINT(15.7037623 50.327336)"
272633329,,"level_crossing","POINT(15.6977891 50.3310899)"
272633356,,"level_crossing","POINT(15.6862408 50.3350841)"
272633358,,"level_crossing","POINT(15.6800383 50.3377585)"
272633388,"Jeřice","halt","POINT(15.6766336 50.3428227)"
272634806,,"level_crossing","POINT(15.6734151 50.3447419)"
272634817,,"level_crossing","POINT(15.66276 50.3500752)"
272634828,,"level_crossing","POINT(15.6551275 50.3570846)"
272634833,,"level_crossing","POINT(15.6479721 50.3570058)"
272634839,"Hořice v Podkrkonoší","station","POINT(15.6349311 50.3562779)"
272877690,,"level_crossing","POINT(15.6318667 50.3557968)"
272877711,,"level_crossing","POINT(15.6141086 50.3515964)"
272877713,"Dobrá Voda u Hořic","halt","POINT(15.609739 50.3459185)"
273030008,,"level_crossing","POINT(15.6088484 50.3448231)"
273030018,,"level_crossing","POINT(15.6059122 50.3438108)"
273030049,,"level_crossing","POINT(15.594628 50.3437618)"
273030068,,"level_crossing","POINT(15.5785314 50.3514307)"
273030076,,"level_crossing","POINT(15.5757265 50.3540472)"
273030080,,"level_crossing","POINT(15.5731466 50.3553994)"
273030087,,"level_crossing","POINT(15.566039 50.3608035)"
273030130,,"level_crossing","POINT(15.5533431 50.3704805)"
273030136,"Ostroměř","station","POINT(15.5446458 50.3689832)"
273035132,,"level_crossing","POINT(15.5377413 50.3677325)"
273035149,,"level_crossing","POINT(15.5345365 50.3679405)"
273035195,"Sobčice","halt","POINT(15.5186824 50.3753592)"
273036542,,"level_crossing","POINT(15.5183796 50.3754462)"
273036549,,"level_crossing","POINT(15.5072095 50.3802861)"
273036551,"Vojice","halt","POINT(15.4979488 50.3844337)"
273041957,,"level_crossing","POINT(15.4976364 50.3845714)"
273041992,,"level_crossing","POINT(15.4825599 50.389713)"
273041998,"Kovač","halt","POINT(15.4695508 50.3923066)"
273042000,,"level_crossing","POINT(15.4692493 50.3923521)"
273042027,"Butoves","station","POINT(15.4249223 50.3881026)"
273049759,,"level_crossing","POINT(15.421092 50.38792)"
273049795,"Vitiněves","halt","POINT(15.3807196 50.3993072)"
273049818,,"level_crossing","POINT(15.3680589 50.4137842)"
273049866,,"level_crossing","POINT(15.3633067 50.422652)"
273052872,"Staré Místo u Jičína","halt","POINT(15.3530145 50.4060539)"
273052930,,"level_crossing","POINT(15.3535126 50.3934978)"
273052958,"Nemyčeves","halt","POINT(15.3604909 50.3872761)"
273055448,,"level_crossing","POINT(15.3606485 50.3865151)"
273055483,,"level_crossing","POINT(15.3546441 50.3771316)"
273055499,,"level_crossing","POINT(15.3505407 50.3741931)"
273055553,,"level_crossing","POINT(15.3370134 50.3741694)"
273055558,"Jičíněves","halt","POINT(15.3367175 50.3739694)"
273060543,,"level_crossing","POINT(15.3244741 50.3621833)"
273060546,"Bartoušov","halt","POINT(15.3246559 50.360467)"
273061501,"Bartoušov zastávka","halt","POINT(15.3111667 50.3550498)"
273064906,,"level_crossing","POINT(15.3105839 50.3548539)"
273064934,"Pševes","halt","POINT(15.295676 50.345245)"
273064991,,"level_crossing","POINT(15.2734372 50.3366697)"
273064996,,"level_crossing","POINT(15.2709135 50.3362069)"
273065000,,"level_crossing","POINT(15.2628208 50.3346465)"
273065002,"Kopidlno","station","POINT(15.2605461 50.3339955)"
273193142,"Odbočka Kamensko","switch","POINT(15.2408244 50.3317314)"
273193147,,"level_crossing","POINT(15.2397347 50.3316542)"
273193226,,"level_crossing","POINT(15.2149969 50.3114986)"
273193300,"Mlýnec","halt","POINT(15.2207573 50.3176767)"
277769052,,"crossing","POINT(15.8290407 50.2075293)"
277769070,,"crossing","POINT(15.8328082 50.2079386)"
277769817,,"crossing","POINT(15.8324312 50.2014316)"
277770234,,"traffic_signals","POINT(15.8214219 50.2138683)"
277772050,,"traffic_signals","POINT(15.8180324 50.1995037)"
277772070,,"traffic_signals","POINT(15.8198463 50.2110781)"
277772084,,"traffic_signals","POINT(15.8184819 50.20783)"
277772086,,"crossing","POINT(15.8185057 50.2079934)"
277773296,,"traffic_signals","POINT(15.8423762 50.2020168)"
277773298,,"crossing","POINT(15.842296 50.202405)"
277773300,,"traffic_signals","POINT(15.8415055 50.2022292)"
277773309,,"traffic_signals","POINT(15.8325005 50.2012301)"
277773312,,"traffic_signals","POINT(15.8420316 50.2023632)"
277773315,,"traffic_signals","POINT(15.8484637 50.1921528)"
277773323,,"traffic_signals","POINT(15.845723 50.1973998)"
277773329,,"crossing","POINT(15.8322962 50.2056802)"
277773340,,"crossing","POINT(15.8418401 50.2024783)"
277774164,,"crossing","POINT(15.8471405 50.2041467)"
277774308,,"crossing","POINT(15.8590267 50.2144178)"
279190724,,"level_crossing","POINT(15.3819213 50.1704957)"
279190725,"Lovčice obec","halt","POINT(15.3824367 50.170423)"
279190726,,"level_crossing","POINT(15.3880646 50.1696008)"
280127792,,"level_crossing","POINT(15.9504923 50.5850575)"
280127833,"Libeč","halt","POINT(15.9460936 50.5960745)"
280127910,"Křenov","halt","POINT(15.9357007 50.6382025)"
280130599,"Bernartice u Trutnova","halt","POINT(15.9586539 50.6470623)"
280130635,,"level_crossing","POINT(15.9680185 50.6598918)"
280130656,,"level_crossing","POINT(15.9679627 50.6710052)"
280130657,"Královec","station","POINT(15.9706288 50.6731888)"
280137955,,"level_crossing","POINT(15.9728675 50.6750782)"
280137985,,"level_crossing","POINT(15.9654853 50.668925)"
280138082,,"level_crossing","POINT(15.9361821 50.6725344)"
280138092,"Lampertice","halt","POINT(15.9299015 50.6735776)"
280138111,,"level_crossing","POINT(15.929148 50.6736613)"
280138126,,"level_crossing","POINT(15.9208516 50.6749012)"
280145515,"Trutnov zastávka","halt","POINT(15.9606962 50.5779061)"
280145516,,"level_crossing","POINT(15.9613032 50.5777864)"
280145541,,"level_crossing","POINT(15.9721997 50.5823493)"
280145550,,"level_crossing","POINT(15.9768406 50.585806)"
280145617,,"level_crossing","POINT(15.997296 50.5991136)"
280145629,"Petříkovice","halt","POINT(16.0040875 50.6018483)"
280168267,,"level_crossing","POINT(16.00512 50.6020017)"
280168290,,"level_crossing","POINT(16.0117033 50.6018762)"
280168291,"Chvaleč","halt","POINT(16.0381215 50.5992563)"
280168299,,"level_crossing","POINT(16.0321669 50.6005162)"
280168317,,"level_crossing","POINT(16.023506 50.5976215)"
280168359,,"level_crossing","POINT(16.0449097 50.5982785)"
280168370,,"level_crossing","POINT(16.0513499 50.5924262)"
280168388,,"level_crossing","POINT(16.0517773 50.5838323)"
280168397,,"level_crossing","POINT(16.0527584 50.5797113)"
280168407,"Radvanice","station","POINT(16.06003 50.5753417)"
280169499,,"level_crossing","POINT(16.0874556 50.5790703)"
280169542,"Janovice u Trutnova","station","POINT(16.0847731 50.5869984)"
280169580,,"level_crossing","POINT(16.0774663 50.5948484)"
280169585,"Hodkovice u Trutnova","halt","POINT(16.071886 50.6048591)"
280169588,,"level_crossing","POINT(16.0709686 50.605907)"
280169597,,"level_crossing","POINT(16.0703196 50.6087036)"
280170026,,"level_crossing","POINT(16.0784532 50.6216975)"
280170031,"Horní Adršpach","halt","POINT(16.0829585 50.6231278)"
280170085,,"level_crossing","POINT(16.1066077 50.6178461)"
280170110,"Adršpach","station","POINT(16.1242687 50.615455)"
280170552,,"level_crossing","POINT(16.1412758 50.6118902)"
280170565,,"level_crossing","POINT(16.1497709 50.6066985)"
280170577,,"level_crossing","POINT(16.1517379 50.6002067)"
280170581,"Teplice nad Metují skály","halt","POINT(16.1497425 50.5969605)"
280170932,,"level_crossing","POINT(16.1627352 50.5949698)"
280170950,,"level_crossing","POINT(16.1717296 50.5935861)"
280170952,"Teplice nad Metují město","halt","POINT(16.1723925 50.5927542)"
280171127,,"level_crossing","POINT(16.1737555 50.5892837)"
280284678,,"level_crossing","POINT(16.3391257 50.5820938)"
280284686,,"level_crossing","POINT(16.3439066 50.5703446)"
280284690,,"level_crossing","POINT(16.3552933 50.5646099)"
280284704,,"level_crossing","POINT(16.3649153 50.5624851)"
280284714,,"level_crossing","POINT(16.3777439 50.560443)"
280284729,"Broumov-Olivětín","halt","POINT(16.328007 50.6080117)"
280285904,,"level_crossing","POINT(16.2678832 50.6248279)"
280290647,,"level_crossing","POINT(16.1107809 50.3403152)"
280290653,"Černčice","halt","POINT(16.1056015 50.334506)"
280290655,,"level_crossing","POINT(16.1050561 50.3338703)"
280291998,,"level_crossing","POINT(16.0929297 50.3287617)"
280292000,,"level_crossing","POINT(16.0941143 50.3298476)"
280292034,"Bohuslavice nad Metují zastávka","halt","POINT(16.0796805 50.3121032)"
280292042,,"level_crossing","POINT(16.0796001 50.3119317)"
280292079,"Pohoří","halt","POINT(16.0788118 50.2915754)"
280293731,,"level_crossing","POINT(16.0789646 50.2914078)"
280294308,,"level_crossing","POINT(16.0593374 50.2866131)"
280321993,,"level_crossing","POINT(16.0858916 50.2773829)"
280322015,,"level_crossing","POINT(16.0844564 50.2727975)"
280322016,,"level_crossing","POINT(16.0810869 50.2687239)"
280322019,,"level_crossing","POINT(16.0779643 50.2643943)"
280322048,"Očelice","halt","POINT(16.0632593 50.2433416)"
280322049,,"level_crossing","POINT(16.063266 50.2430593)"
280322054,,"level_crossing","POINT(16.0633853 50.2302044)"
280322057,"Bolehošť","station","POINT(16.0650851 50.2146425)"
280322668,,"level_crossing","POINT(16.0648558 50.2119767)"
280322675,,"level_crossing","POINT(16.0416217 50.1842915)"
280323886,,"level_crossing","POINT(16.0862714 50.2777551)"
280323969,"Dobruška-Pulice","halt","POINT(16.121544 50.2845346)"
280325282,,"level_crossing","POINT(16.1224544 50.2849307)"
280325295,,"buffer_stop","POINT(16.1534256 50.2881558)"
280325299,,"level_crossing","POINT(16.1506393 50.2909409)"
280325316,,"level_crossing","POINT(16.1471649 50.2915937)"
282215120,,"level_crossing","POINT(15.8486107 50.4032352)"
286308216,,"traffic_signals","POINT(15.4587814 50.1550849)"
286594311,,"level_crossing","POINT(15.4868905 50.1901826)"
286594770,,"level_crossing","POINT(15.4897365 50.214742)"
288112921,,"parking","POINT(15.175441 50.4666483)"
288327092,,"traffic_signals","POINT(15.8333793 50.2186134)"
288327484,,"crossing","POINT(15.8363542 50.2132255)"
288327634,,"traffic_signals","POINT(15.8211464 50.2109)"
288327651,,"crossing","POINT(15.8265983 50.2101298)"
288327757,,"traffic_signals","POINT(15.8212859 50.2138947)"
288327774,,"traffic_signals","POINT(15.8472614 50.2114418)"
288327780,,"traffic_signals","POINT(15.8330471 50.2173488)"
288327832,,"traffic_signals","POINT(15.8208514 50.2178095)"
288327906,,"traffic_signals","POINT(15.8170033 50.2114808)"
288327941,,"level_crossing","POINT(15.8119193 50.2213302)"
288327999,,"crossing","POINT(15.8138138 50.2105976)"
288328001,,"crossing","POINT(15.812933 50.2117382)"
288328391,,"crossing","POINT(15.7982327 50.2071662)"
288328792,,"crossing","POINT(15.8319449 50.2035017)"
288329152,,"crossing","POINT(15.8705568 50.1920857)"
288329218,,"level_crossing","POINT(15.816737 50.2230536)"
288329231,,"level_crossing","POINT(15.8118427 50.2214563)"
288329377,,"level_crossing","POINT(15.8142758 50.2306343)"
288329387,,"level_crossing","POINT(15.8155669 50.2361841)"
288418336,,"wayside_cross","POINT(15.1505603 50.4786816)"
288732025,"Potštejn","ruins","POINT(16.308769 50.0780027)"
288732063,"Modlivý Důl","memorial","POINT(16.3128213 50.0713082)"
289203553,,"level_crossing","POINT(15.1630255 50.3693909)"
289203592,"Osenice","halt","POINT(15.1631197 50.3695471)"
289211945,,"level_crossing","POINT(15.1685844 50.3738764)"
289211974,,"level_crossing","POINT(15.1733641 50.3726392)"
289211978,"Dětenice","halt","POINT(15.1766748 50.3732464)"
289722470,,"level_crossing","POINT(15.1809644 50.3737574)"
289722501,,"level_crossing","POINT(15.1908382 50.3689129)"
289722507,,"level_crossing","POINT(15.195347 50.3684316)"
289722508,,"level_crossing","POINT(15.1959268 50.3683366)"
289722552,"Libáň","halt","POINT(15.2153949 50.3565536)"
289722568,,"level_crossing","POINT(15.2159642 50.3579945)"
289727491,,"level_crossing","POINT(15.2173303 50.3514815)"
289727535,,"level_crossing","POINT(15.2316116 50.3466045)"
289727559,,"level_crossing","POINT(15.2358117 50.3446189)"
289727560,"Ledkov","halt","POINT(15.2358137 50.3444161)"
290093189,,"memorial","POINT(16.1932329 50.4003746)"
290765856,,"post_box","POINT(16.2000696 50.4027285)"
290765858,,"bus_stop","POINT(16.2001228 50.4027494)"
290765860,,"bus_stop","POINT(16.2002418 50.4026107)"
290770711,"N-S 78 Polsko","yes","POINT(16.2047212 50.4105054)"
290770712,"N-S 79 Hrobka","yes","POINT(16.2030744 50.4112152)"
290770713,"N-D-S 73 Jeřáb","yes","POINT(16.2000267 50.4081417)"
290770714,"N-S 80 Jirásek","yes","POINT(16.1998022 50.411381)"
290770715,"N-D-S 72 Můstek","yes","POINT(16.2039813 50.4033192)"
290770717,"N-D-S 75 Zelený","yes","POINT(16.2023636 50.4023996)"
290770720,"N-S 81 Lom","yes","POINT(16.2000541 50.4133587)"
290770722,"N-S 82 Březinka","yes","POINT(16.1980286 50.415427)"
290770723,"N-S 83 Lázně","yes","POINT(16.1949368 50.4179008)"
290770725,"N-S 84 Voda","yes","POINT(16.1900027 50.4216886)"
290770728,"N-S 85 Montace","yes","POINT(16.1777058 50.4160887)"
292100290,,"place_of_worship","POINT(16.1832279 50.4029232)"
292493957,,"picnic_site","POINT(15.8022749 50.7499956)"
292581763,,"parking","POINT(15.8240141 50.7469502)"
292581764,,"parking","POINT(15.8234278 50.7469414)"
292592404,"Pomezní bouda","restaurant","POINT(15.8221046 50.746064)"
